pic_name,sound_code,слово,sound,sound_trigger,метка_seq1,название категории,,pic_name,№_pic,pic,№_old,pic_code,pic_file,pic_trigger,quest1_a,quest1_a_sound_id,quest1_a_sound,quest1_a_trigger,ans,quest1_b,quest1_b_sound_id,quest1_b_sound,quest1_b_sound_trigger,quest2_b,quest2_b_sound_id,quest2_b_sound,ans,quest2_b_sound_trigger,,Дистракторы,dis_for_EE,dis_for_FM,Экспл_реал,FM_цель,FM_Экспл_реал,,,Огород,Тропики_короткие,Ogorod_short,,,,,,,Новые_понятия,,Известные_понятия,,,
Sapota,298,Codis,sound\\Redkiy_plod.wav,117,17,экспл_новые_без_названия,экспл,Sapota,_1,Sapota_1,,2129,pics\\Sapota_1.jpg,213,,0,0,0,0,,289,sound\\Na_ecrane.wav,801,,137,sound\\On_sharoobraxniy.wav,да,804,2228,pics\\dis38.jpg,pics\\dis38.jpg,,,,pics\\Limon_1.jpg,,,,,,0.108654151,pics\\Redis_7.jpg,,,,0.21629565,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Sapota,298,Codis,sound\\Redkiy_plod.wav,117,17,экспл_новые_без_названия,экспл,Sapota,_2,Sapota_2,,2130,pics\\Sapota_2.jpg,213,,0,0,0,0,,290,sound\\Posmotrite_vot.wav,801,,138,sound\\On_nadrezan.wav,да,804,2189,pics\\dis33.jpg,pics\\dis33.jpg,,,,pics\\Limon_2.jpg,,,,,,0.428035372,pics\\Kokos_6.jpg,,,,0.042021425,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Sapota,298,Codis,sound\\Redkiy_plod.wav,117,17,экспл_новые_без_названия,экспл,Sapota,_3,Sapota_3,,2131,pics\\Sapota_3.jpg,213,,0,0,0,0,,291,sound\\Vot.wav,801,,139,sound\\On_perekruchen.wav,нет,804,2173,pics\\dis37.jpg,pics\\dis37.jpg,,,,pics\\Limon_3.jpg,,,,,,0.738317324,pics\\Goroh_3.jpg,,,,0.519630303,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Sapota,298,Codis,sound\\Redkiy_plod.wav,117,17,экспл_новые_без_названия,экспл,Sapota,_4,Sapota_4,,2132,pics\\Sapota_4.jpg,213,,0,0,0,0,,292,sound\\Eto.wav,801,,140,sound\\Sorvan_li_on.wav,да,804,2211,pics\\dis60.jpg,pics\\dis60.jpg,,,,pics\\Limon_4.jpg,,,,,,0.418274612,pics\\Kokos_8.jpg,,,,0.282343593,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Sapota,297,Codis,sound\\Noviy_plod.wav,116,17,экспл_новые_без_названия,экспл,Sapota,_5,Sapota_5,,2133,pics\\Sapota_5.jpg,213,,0,0,0,0,,293,sound\\Na_kartinke.wav,801,,141,sound\\Spressovan_li_on.wav,нет,804,2229,pics\\dis10.jpg,pics\\dis10.jpg,,,,pics\\Limon_5.jpg,,,,,,0.39262051,pics\\Limon_5.jpg,,,,0.604423268,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Sapota,297,Codis,sound\\Noviy_plod.wav,116,17,экспл_новые_без_названия,экспл,Sapota,_6,Sapota_6,,2134,pics\\Sapota_6.jpg,213,,0,0,0,0,,294,sound\\Na_monitore.wav,801,,142,sound\\Zheltiy_li_on.wav,нет,804,2179,pics\\dis20.jpg,pics\\dis20.jpg,,,,pics\\Limon_6.jpg,,,,,,0.40385854,pics\\Limon_2.jpg,,,,0.996557007,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Sapota,298,Codis,sound\\Redkiy_plod.wav,117,17,экспл_новые_без_названия,экспл,Sapota,_7,Sapota_7,,2135,pics\\Sapota_7.jpg,213,,0,0,0,0,,295,sound\\Pered_vami.wav,801,,143,sound\\Rovniy_li_on.wav,да,804,2210,pics\\dis48.jpg,pics\\dis48.jpg,,,,pics\\Limon_7.jpg,,,,,,0.646505808,pics\\Goroh_7.jpg,,,,0.352738625,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Sapota,298,Codis,sound\\Redkiy_plod.wav,117,17,экспл_новые_без_названия,экспл,Sapota,_8,Sapota_8,,2136,pics\\Sapota_8.jpg,213,,0,0,0,0,,296,sound\\Vi_vidite.wav,801,,144,sound\\On_imeet_shipi.wav,нет,804,2182,pics\\dis30.jpg,pics\\dis30.jpg,,,,pics\\Limon_8.jpg,,,,,,0.793515825,pics\\Finik_8.jpg,,,,0.485411566,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Tamanid,1214,Gonic,sound\\Gonic.wav,113,14,импл_новые_с_названием,импл_,Tamanid,_1,Tamanid_1,,2137,pics\\Tamanid_1.jpg,214,,273,sound\\Krasnovatiy_li.wav,801,да,,0,0,0,,0,0,0,0,2017,pics\\Goroh_1.jpg,0,pics\\Goroh_1.jpg,,,pics\\Peper_1.jpg,,,,,,0.78019637,pics\\Goroh_1.jpg,,,pics\\Goroh_1.jpg,0.034692658,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Tamanid,1214,Gonic,sound\\Gonic.wav,113,14,импл_новые_с_названием,импл_,Tamanid,_2,Tamanid_2,,2138,pics\\Tamanid_2.jpg,214,,274,sound\\Izognut_li.wav,801,да,,0,0,0,,0,0,0,0,2005,pics\\Banan_5.jpg,0,pics\\Banan_5.jpg,,,pics\\Peper_2.jpg,,,,,,0.92912162,pics\\Banan_5.jpg,,,pics\\Banan_5.jpg,0.553837735,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Tamanid,1214,Gonic,sound\\Gonic.wav,113,14,импл_новые_с_названием,импл_,Tamanid,_3,Tamanid_3,,2139,pics\\Tamanid_3.jpg,214,,275,sound\\Barhatistiy_li.wav,801,да,,0,0,0,,0,0,0,0,2024,pics\\Goroh_8.jpg,0,pics\\Goroh_8.jpg,,,pics\\Peper_3.jpg,,,,,,0.641066634,pics\\Goroh_8.jpg,,,pics\\Goroh_8.jpg,0.25385095,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Tamanid,1214,Gonic,sound\\Gonic.wav,113,14,импл_новые_с_названием,импл_,Tamanid,_4,Tamanid_4,,2140,pics\\Tamanid_4.jpg,214,,276,sound\\Odnotonniy_li.wav,801,нет,,0,0,0,,0,0,0,0,2038,pics\\Limon_6.jpg,0,pics\\Limon_6.jpg,,,pics\\Peper_4.jpg,,,,,,0.391398438,pics\\Limon_6.jpg,,,pics\\Limon_6.jpg,0.864321597,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Tamanid,1214,Gonic,sound\\Gonic.wav,113,14,импл_новые_с_названием,импл_,Tamanid,_5,Tamanid_5,,2141,pics\\Tamanid_5.jpg,214,,277,sound\\Prozrachniy_li.wav,801,нет,,0,0,0,,0,0,0,0,2004,pics\\Banan_4.jpg,0,pics\\Banan_4.jpg,,,pics\\Peper_5.jpg,,,,,,0.943412551,pics\\Banan_4.jpg,,,pics\\Banan_4.jpg,0.826445019,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Tamanid,1214,Gonic,sound\\Gonic.wav,113,14,импл_новые_с_названием,импл_,Tamanid,_6,Tamanid_6,,2142,pics\\Tamanid_6.jpg,214,,278,sound\\Izmelchen_li.wav,801,нет,,0,0,0,,0,0,0,0,2013,pics\\Finik_5.jpg,0,pics\\Finik_5.jpg,,,pics\\Peper_6.jpg,,,,,,0.870012184,pics\\Finik_5.jpg,,,pics\\Finik_5.jpg,0.56166276,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Tamanid,1214,Gonic,sound\\Gonic.wav,113,14,импл_новые_с_названием,импл_,Tamanid,_7,Tamanid_7,,2143,pics\\Tamanid_7.jpg,214,,279,sound\\Cvetushiy_li.wav,801,нет,,0,0,0,,0,0,0,0,2029,pics\\Kokos_5.jpg,0,pics\\Kokos_5.jpg,,,pics\\Peper_7.jpg,,,,,,0.449267401,pics\\Kokos_5.jpg,,,pics\\Kokos_5.jpg,0.46113338,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Tamanid,1214,Gonic,sound\\Gonic.wav,113,14,импл_новые_с_названием,импл_,Tamanid,_8,Tamanid_8,,2144,pics\\Tamanid_8.jpg,214,,280,sound\\Skruchen_li.wav,801,да,,0,0,0,,0,0,0,0,2056,pics\\Redis_8.jpg,0,pics\\Redis_8.jpg,,,pics\\Peper_8.jpg,,,,,,0.079480445,pics\\Redis_8.jpg,,,pics\\Redis_8.jpg,0.669210425,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
ZF,1215,Todis,sound\\Todis.wav,114,15,экспл_новые_с_названием,экспл,ZF,_1,ZF_1,,2145,pics\\ZF_1.jpg,215,,0,0,0,0,,289,sound\\Na_ecrane.wav,801,,153,sound\\On_s_chashuykami.wav,да,804,2216,pics\\dis59.jpg,pics\\dis59.jpg,,,,pics\\Redis_1.jpg,,,,,,0.884518689,pics\\Finik_3.jpg,,,,0.449428331,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
ZF,1215,Todis,sound\\Todis.wav,114,15,экспл_новые_с_названием,экспл,ZF,_2,ZF_2,,2146,pics\\ZF_2.jpg,215,,0,0,0,0,,290,sound\\Posmotrite_vot.wav,801,,154,sound\\On_rozoviy.wav,нет,804,2213,pics\\dis49.jpg,pics\\dis49.jpg,,,,pics\\Redis_2.jpg,,,,,,0.859047689,pics\\Finik_6.jpg,,,,0.096047617,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
ZF,1215,Todis,sound\\Todis.wav,114,15,экспл_новые_с_названием,экспл,ZF,_3,ZF_3,,2147,pics\\ZF_3.jpg,215,,0,0,0,0,,291,sound\\Vot.wav,801,,155,sound\\Tonkiy_li_on.wav,нет,804,2223,pics\\dis15.jpg,pics\\dis15.jpg,,,,pics\\Redis_3.jpg,,,,,,0.386918438,pics\\Peper_1.jpg,,,,0.184294295,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
ZF,1215,Todis,sound\\Todis.wav,114,15,экспл_новые_с_названием,экспл,ZF,_4,ZF_4,,2148,pics\\ZF_4.jpg,215,,0,0,0,0,,292,sound\\Eto.wav,801,,156,sound\\Celniy_li_on.wav,нет,804,2180,pics\\dis4.jpg,pics\\dis4.jpg,,,,pics\\Redis_4.jpg,,,,,,0.898006472,pics\\Finik_1.jpg,,,,0.017743219,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
ZF,1215,Todis,sound\\Todis.wav,114,15,экспл_новые_с_названием,экспл,ZF,_5,ZF_5,,2149,pics\\ZF_5.jpg,215,,0,0,0,0,,293,sound\\Na_kartinke.wav,801,,157,sound\\On_shershaviy.wav,да,804,2178,pics\\dis34.jpg,pics\\dis34.jpg,,,,pics\\Redis_5.jpg,,,,,,0.838965046,pics\\Finik_7.jpg,,,,0.960797814,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
ZF,1215,Todis,sound\\Todis.wav,114,15,экспл_новые_с_названием,экспл,ZF,_6,ZF_6,,2150,pics\\ZF_6.jpg,215,,0,0,0,0,,294,sound\\Na_monitore.wav,801,,158,sound\\Zaostrin_li_on.wav,да,804,2191,pics\\dis26.jpg,pics\\dis26.jpg,,,,pics\\Redis_6.jpg,,,,,,0.715306952,pics\\Goroh_4.jpg,,,,0.031225206,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
ZF,1215,Todis,sound\\Todis.wav,114,15,экспл_новые_с_названием,экспл,ZF,_7,ZF_7,,2151,pics\\ZF_7.jpg,215,,0,0,0,0,,295,sound\\Pered_vami.wav,801,,159,sound\\On_rassipchatiy.wav,нет,804,2222,pics\\dis14.jpg,pics\\dis14.jpg,,,,pics\\Redis_7.jpg,,,,,,0.893661282,pics\\Finik_2.jpg,,,,0.360250461,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
ZF,1215,Todis,sound\\Todis.wav,114,15,экспл_новые_с_названием,экспл,ZF,_8,ZF_8,,2152,pics\\ZF_8.jpg,215,,0,0,0,0,,296,sound\\Vi_vidite.wav,801,,160,sound\\Ochishen_li_on.wav,да,804,2232,pics\\dis13.jpg,pics\\dis13.jpg,,,,pics\\Redis_8.jpg,,,,,,0.715004591,pics\\Goroh_5.jpg,,,,0.565289701,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Ackee,297,Pemat,sound\\Noviy_plod.wav,116,16,импл_новые_без_названия,импл_,Ackee,_1,Ackee_1,,2065,pics\\Ackee_1.jpg,208,,225,sound\\Sushenniy_li.wav,801,нет,,0,0,0,,0,0,0,0,2040,pics\\Limon_8.jpg,0,pics\\Limon_8.jpg,,,pics\\Tomat_1.jpg,,,,,,0.388851551,pics\\Limon_8.jpg,,,pics\\Limon_8.jpg,0.771544916,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Ackee,297,Pemat,sound\\Noviy_plod.wav,116,16,импл_новые_без_названия,импл_,Ackee,_2,Ackee_2,,2066,pics\\Ackee_2.jpg,208,,226,sound\\S_vetochkoy_li.wav,801,да,,0,0,0,,0,0,0,0,2058,pics\\Tomat_2.jpg,0,pics\\Tomat_2.jpg,,,pics\\Tomat_2.jpg,,,,,,0.060681658,pics\\Tomat_2.jpg,,,pics\\Tomat_2.jpg,0.582462597,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Ackee,297,Pemat,sound\\Noviy_plod.wav,116,16,импл_новые_без_названия,импл_,Ackee,_3,Ackee_3,,2067,pics\\Ackee_3.jpg,208,,227,sound\\Rasskrit_li.wav,801,да,,0,0,0,,0,0,0,0,2046,pics\\Peper_6.jpg,0,pics\\Peper_6.jpg,,,pics\\Tomat_3.jpg,,,,,,0.336012196,pics\\Peper_6.jpg,,,pics\\Peper_6.jpg,0.780385881,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Ackee,297,Pemat,sound\\Noviy_plod.wav,116,16,импл_новые_без_названия,импл_,Ackee,_4,Ackee_4,,2068,pics\\Ackee_4.jpg,208,,228,sound\\Pushistiy_li.wav,801,нет,,0,0,0,,0,0,0,0,2049,pics\\Redis_1.jpg,0,pics\\Redis_1.jpg,,,pics\\Tomat_4.jpg,,,,,,0.224543057,pics\\Redis_1.jpg,,,pics\\Redis_1.jpg,0.870125617,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Ackee,297,Pemat,sound\\Noviy_plod.wav,116,16,импл_новые_без_названия,импл_,Ackee,_5,Ackee_5,,2069,pics\\Ackee_5.jpg,208,,229,sound\\Kvadratniy_li.wav,801,нет,,0,0,0,,0,0,0,0,2060,pics\\Tomat_4.jpg,0,pics\\Tomat_4.jpg,,,pics\\Tomat_5.jpg,,,,,,0.056512821,pics\\Tomat_4.jpg,,,pics\\Tomat_4.jpg,0.889948311,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Ackee,298,Pemat,sound\\Redkiy_plod.wav,117,16,импл_новые_без_названия,импл_,Ackee,_6,Ackee_6,,2070,pics\\Ackee_6.jpg,208,,230,sound\\Sklizskiy_li.wav,801,нет,,0,0,0,,0,0,0,0,2042,pics\\Peper_2.jpg,0,pics\\Peper_2.jpg,,,pics\\Tomat_6.jpg,,,,,,0.378978063,pics\\Peper_2.jpg,,,pics\\Peper_2.jpg,0.404306656,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Ackee,297,Pemat,sound\\Noviy_plod.wav,116,16,импл_новые_без_названия,импл_,Ackee,_7,Ackee_7,,2071,pics\\Ackee_7.jpg,208,,231,sound\\Uvyadshiy_li.wav,801,да,,0,0,0,,0,0,0,0,2051,pics\\Redis_3.jpg,0,pics\\Redis_3.jpg,,,pics\\Tomat_7.jpg,,,,,,0.220965844,pics\\Redis_3.jpg,,,pics\\Redis_3.jpg,0.56217836,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Ackee,298,Pemat,sound\\Redkiy_plod.wav,117,16,импл_новые_без_названия,импл_,Ackee,_8,Ackee_8,,2072,pics\\Ackee_8.jpg,208,,232,sound\\Raznocvetniy_li.wav,801,да,,0,0,0,,0,0,0,0,2035,pics\\Limon_3.jpg,0,pics\\Limon_3.jpg,,,pics\\Tomat_8.jpg,,,,,,0.401920022,pics\\Limon_3.jpg,,,pics\\Limon_3.jpg,0.186513526,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
