pic_name,sound_code,слово,sound,sound_trigger,метка_seq1,название категории,,pic_name,№_pic,pic,№_old,pic_code,pic_file,pic_trigger,quest1_a,quest1_a_sound_id,quest1_a_sound,quest1_a_trigger,ans,quest1_b,quest1_b_sound_id,quest1_b_sound,quest1_b_sound_trigger,quest2_b,quest2_b_sound_id,quest2_b_sound,ans,quest2_b_sound_trigger,,Дистракторы,dis_for_EE,dis_for_FM,Экспл_реал,FM_цель,FM_Экспл_реал,,Тропики,Огород,Тропики_короткие,Ogorod_short,,,,Тропики,Огород,,Новые_понятия,,Известные_понятия,,,
Banan,299,Banan,sound\\Tropicheskiy_plod.wav,118,12,импл_реал_без_названия,импл_,Banan,_3,Banan_3,,2003,pics\\Banan_3.jpg,200,,163,sound\\Zharenniy_li.wav,801,нет,,0,0,0,,0,0,0,0,2042,pics\\Peper_2.jpg,0,pics\\Peper_2.jpg,,sound\\Tropic,pics\\Tikva_3.jpg,pics\\Tikva,,pics\\Tikva_3.jpg,,,,,,,pics\\Peper_2.jpg,0.630301806,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
Banan,299,Banan,sound\\Tropicheskiy_plod.wav,118,12,импл_реал_без_названия,импл_,Banan,_4,Banan_4,,2004,pics\\Banan_4.jpg,200,,164,sound\\Sladriy_li.wav,801,да,,0,0,0,,0,0,0,0,2048,pics\\Peper_8.jpg,0,pics\\Peper_8.jpg,,sound\\Tropic,pics\\Tikva_4.jpg,pics\\Tikva,,pics\\Tikva_4.jpg,,,,,,,pics\\Peper_8.jpg,0.159042272,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
Banan,299,Banan,sound\\Tropicheskiy_plod.wav,118,12,импл_реал_без_названия,импл_,Banan,_5,Banan_5,,2005,pics\\Banan_5.jpg,200,,165,sound\\Vlazhniy_li.wav,801,нет,,0,0,0,,0,0,0,0,2047,pics\\Peper_7.jpg,0,pics\\Peper_7.jpg,,sound\\Tropic,pics\\Tikva_5.jpg,pics\\Tikva,,pics\\Tikva_5.jpg,,,,,,,pics\\Peper_7.jpg,0.592284217,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
Banan,299,Banan,sound\\Tropicheskiy_plod.wav,118,12,импл_реал_без_названия,импл_,Banan,_6,Banan_6,,2006,pics\\Banan_6.jpg,200,,166,sound\\Syedobniy_li.wav,801,да,,0,0,0,,0,0,0,0,2162,pics\\Tikva_2.jpg,0,pics\\Tikva_2.jpg,,sound\\Tropic,pics\\Tikva_6.jpg,pics\\Tikva,,pics\\Tikva_6.jpg,,,,,,,pics\\Tikva_2.jpg,0.729525964,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
Banan,299,Banan,sound\\Tropicheskiy_plod.wav,118,12,импл_реал_без_названия,импл_,Banan,_7,Banan_7,,2007,pics\\Banan_7.jpg,200,,167,sound\\Sireneviy_li.wav,801,нет,,0,0,0,,0,0,0,0,2046,pics\\Peper_6.jpg,0,pics\\Peper_6.jpg,,sound\\Tropic,pics\\Tikva_7.jpg,pics\\Tikva,,pics\\Tikva_7.jpg,,,,,,,pics\\Peper_6.jpg,0.617256339,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
Banan,299,Banan,sound\\Tropicheskiy_plod.wav,118,12,импл_реал_без_названия,импл_,Banan,_8,Banan_8,,2008,pics\\Banan_8.jpg,200,,168,sound\\Repchaliy_li.wav,801,нет,,0,0,0,,0,0,0,0,2060,pics\\Tomat_4.jpg,0,pics\\Tomat_4.jpg,,sound\\Tropic,pics\\Tikva_8.jpg,pics\\Tikva,,pics\\Tikva_8.jpg,,,,,,,pics\\Tomat_4.jpg,0.205431535,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
Finik,299,Date,sound\\Tropicheskiy_plod.wav,118,13,экспл_реал_без_названия,экспл,Finik,_1,Finik_1,,2009,pics\\Finik_1.jpg,201,,0,0,0,0,,289,sound\\Na_ecrane.wav,801,,41,sound\\Korichneviy_li_on.wav,да,804,2216,pics\\dis59.jpg,pics\\dis59.jpg,,pics\\Finik_1.jpg,0,,,,,,,,,,,,0.816500716,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
Finik,299,Date,sound\\Tropicheskiy_plod.wav,118,13,экспл_реал_без_названия,экспл,Finik,_2,Finik_2,,2010,pics\\Finik_2.jpg,201,,0,0,0,0,,290,sound\\Posmotrite_vot.wav,801,,42,sound\\Saharistiy_li_on.wav,да,804,2213,pics\\dis49.jpg,pics\\dis49.jpg,,pics\\Finik_2.jpg,0,,,,,,,,,,,,0.061319313,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
Finik,299,Date,sound\\Tropicheskiy_plod.wav,118,13,экспл_реал_без_названия,экспл,Finik,_3,Finik_3,,2011,pics\\Finik_3.jpg,201,,0,0,0,0,,291,sound\\Vot.wav,801,,43,sound\\On_scolzckiy.wav,нет,804,2223,pics\\dis15.jpg,pics\\dis15.jpg,,pics\\Finik_3.jpg,0,,,,,,,,,,,,0.212410601,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
Finik,299,Date,sound\\Tropicheskiy_plod.wav,118,13,экспл_реал_без_названия,экспл,Finik,_4,Finik_4,,2012,pics\\Finik_4.jpg,201,,0,0,0,0,,292,sound\\Eto.wav,801,,44,sound\\Lomkiy_li_on.wav,нет,804,2180,pics\\dis4.jpg,pics\\dis4.jpg,,pics\\Finik_4.jpg,0,,,,,,,,,,,,0.871457139,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
Finik,299,Date,sound\\Tropicheskiy_plod.wav,118,13,экспл_реал_без_названия,экспл,Finik,_5,Finik_5,,2013,pics\\Finik_5.jpg,201,,0,0,0,0,,293,sound\\Na_kartinke.wav,801,,45,sound\\Mohnatiy_li_on.wav,нет,804,2178,pics\\dis34.jpg,pics\\dis34.jpg,,pics\\Finik_5.jpg,0,,,,,,,,,,,,0.33934104,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
Finik,299,Date,sound\\Tropicheskiy_plod.wav,118,13,экспл_реал_без_названия,экспл,Finik,_6,Finik_6,,2014,pics\\Finik_6.jpg,201,,0,0,0,0,,294,sound\\Na_monitore.wav,801,,46,sound\\On_smorshenniy.wav,да,804,2191,pics\\dis26.jpg,pics\\dis26.jpg,,pics\\Finik_6.jpg,0,,,,,,,,,,,,0.663524792,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
Finik,299,Date,sound\\Tropicheskiy_plod.wav,118,13,экспл_реал_без_названия,экспл,Finik,_7,Finik_7,,2015,pics\\Finik_7.jpg,201,,0,0,0,0,,295,sound\\Pered_vami.wav,801,,47,sound\\On_s_kostochoy.wav,да,804,2222,pics\\dis14.jpg,pics\\dis14.jpg,,pics\\Finik_7.jpg,0,,,,,,,,,,,,0.545671339,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
Finik,299,Date,sound\\Tropicheskiy_plod.wav,118,13,экспл_реал_без_названия,экспл,Finik,_8,Finik_8,,2016,pics\\Finik_8.jpg,201,,0,0,0,0,,296,sound\\Vi_vidite.wav,801,,48,sound\\On_treugolniy.wav,нет,804,2232,pics\\dis13.jpg,pics\\dis13.jpg,,pics\\Finik_8.jpg,0,,,,,,,,,,,,0.217949884,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
Goroh,1208,Peas,sound\\Peas.wav,107,10,импл_реал_с_названием,импл_,Goroh,_1,Goroh_1,,2017,pics\\Goroh_1.jpg,202,,177,sound\\Rihliy_li.wav,801,нет,,0,0,0,,0,0,0,0,2026,pics\\Kokos_2.jpg,0,pics\\Kokos_2.jpg,,sound\\Ogorod,,,,,,,,,,pics\\Kokos_2.jpg,,0.253992325,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Ogorodniy_plod.wav,,,
Goroh,1208,Peas,sound\\Peas.wav,107,10,импл_реал_с_названием,импл_,Goroh,_2,Goroh_2,,2018,pics\\Goroh_2.jpg,202,,178,sound\\V_struchke_li.wav,801,да,,0,0,0,,0,0,0,0,2158,pics\\Injir_6.jpg,0,pics\\Injir_6.jpg,,sound\\Ogorod,,,,,,,,,,pics\\Injir_6.jpg,,0.718186668,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Ogorodniy_plod.wav,,,
Goroh,1208,Peas,sound\\Peas.wav,107,10,импл_реал_с_названием,импл_,Goroh,_3,Goroh_3,,2019,pics\\Goroh_3.jpg,202,,179,sound\\Yadovitiy_li.wav,801,нет,,0,0,0,,0,0,0,0,2031,pics\\Kokos_7.jpg,0,pics\\Kokos_7.jpg,,sound\\Ogorod,,,,,,,,,,pics\\Kokos_7.jpg,,0.49132938,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Ogorodniy_plod.wav,,,
Goroh,1208,Peas,sound\\Peas.wav,107,10,импл_реал_с_названием,импл_,Goroh,_4,Goroh_4,,2020,pics\\Goroh_4.jpg,202,,180,sound\\Polosatiy_li.wav,801,нет,,0,0,0,,0,0,0,0,2155,pics\\Injir_3.jpg,0,pics\\Injir_3.jpg,,sound\\Ogorod,,,,,,,,,,pics\\Injir_3.jpg,,0.662107222,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Ogorodniy_plod.wav,,,
Goroh,1208,Peas,sound\\Peas.wav,107,10,импл_реал_с_названием,импл_,Goroh,_5,Goroh_5,,2021,pics\\Goroh_5.jpg,202,,181,sound\\Ploskiy_li.wav,801,да,,0,0,0,,0,0,0,0,2013,pics\\Finik_5.jpg,0,pics\\Finik_5.jpg,,sound\\Ogorod,,,,,,,,,,pics\\Finik_5.jpg,,0.965443729,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Ogorodniy_plod.wav,,,
Goroh,1208,Peas,sound\\Peas.wav,107,10,импл_реал_с_названием,импл_,Goroh,_6,Goroh_6,,2022,pics\\Goroh_6.jpg,202,,182,sound\\Tolchenniy_li.wav,801,нет,,0,0,0,,0,0,0,0,2029,pics\\Kokos_5.jpg,0,pics\\Kokos_5.jpg,,sound\\Ogorod,,,,,,,,,,pics\\Kokos_5.jpg,,0.404129056,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Ogorodniy_plod.wav,,,
Goroh,1208,Peas,sound\\Peas.wav,107,10,импл_реал_с_названием,импл_,Goroh,_7,Goroh_7,,2023,pics\\Goroh_7.jpg,202,,183,sound\\Zelenniy_li.wav,801,да,,0,0,0,,0,0,0,0,2153,pics\\Injir_1.jpg,0,pics\\Injir_1.jpg,,sound\\Ogorod,,,,,,,,,,pics\\Injir_1.jpg,,0.861572272,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Ogorodniy_plod.wav,,,
Goroh,1208,Peas,sound\\Peas.wav,107,10,импл_реал_с_названием,импл_,Goroh,_8,Goroh_8,,2024,pics\\Goroh_8.jpg,202,,184,sound\\Legkiy_li.wav,801,да,,0,0,0,,0,0,0,0,2030,pics\\Kokos_6.jpg,0,pics\\Kokos_6.jpg,,sound\\Ogorod,,,,,,,,,,pics\\Kokos_6.jpg,,0.737587772,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,sound\\Ogorodniy_plod.wav,,,
Ackee,1209,Renan,sound\\Renan.wav,108,15,экспл_новые_с_названием,экспл,Ackee,_1,Ackee_1,,2065,pics\\Ackee_1.jpg,208,,0,0,0,0,,289,sound\\Na_ecrane.wav,801,,97,sound\\Sushenniy_li_on.wav,нет,804,2220,pics\\dis16.jpg,pics\\dis16.jpg,pics\\Redis_8.jpg,,,pics\\Banan_1.jpg,,,,,,0.163983434,pics\\Redis_8.jpg,,,pics\\Redis_8.jpg,0.39845211,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Ackee,1209,Renan,sound\\Renan.wav,108,15,экспл_новые_с_названием,экспл,Ackee,_2,Ackee_2,,2066,pics\\Ackee_2.jpg,208,,0,0,0,0,,290,sound\\Posmotrite_vot.wav,801,,98,sound\\On_s_vetochkoy.wav,да,804,2169,pics\\dis6.jpg,pics\\dis6.jpg,pics\\Tomat_6.jpg,,,pics\\Banan_2.jpg,,,,,,0.09548838,pics\\Tomat_6.jpg,,,pics\\Tomat_6.jpg,0.151743558,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Ackee,1209,Renan,sound\\Renan.wav,108,15,экспл_новые_с_названием,экспл,Ackee,_3,Ackee_3,,2067,pics\\Ackee_3.jpg,208,,0,0,0,0,,291,sound\\Vot.wav,801,,99,sound\\On_rasskrit.wav,да,804,2204,pics\\dis52.jpg,pics\\dis52.jpg,pics\\Peper_1.jpg,,,pics\\Banan_3.jpg,,,,,,0.392496634,pics\\Peper_1.jpg,,,pics\\Peper_1.jpg,0.751775817,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Ackee,1209,Renan,sound\\Renan.wav,108,15,экспл_новые_с_названием,экспл,Ackee,_4,Ackee_4,,2068,pics\\Ackee_4.jpg,208,,0,0,0,0,,292,sound\\Eto.wav,801,,100,sound\\Pushistiy_li_on.wav,нет,804,2194,pics\\dis55.jpg,pics\\dis55.jpg,pics\\Tomat_4.jpg,,,pics\\Banan_4.jpg,,,,,,0.106890218,pics\\Tomat_4.jpg,,,pics\\Tomat_4.jpg,0.880511657,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Ackee,1209,Renan,sound\\Renan.wav,108,15,экспл_новые_с_названием,экспл,Ackee,_5,Ackee_5,,2069,pics\\Ackee_5.jpg,208,,0,0,0,0,,293,sound\\Na_kartinke.wav,801,,101,sound\\On_kvadratniy.wav,нет,804,2212,pics\\dis61.jpg,pics\\dis61.jpg,pics\\Limon_2.jpg,,,pics\\Banan_5.jpg,,,,,,0.484143524,pics\\Limon_2.jpg,,,pics\\Limon_2.jpg,0.183595319,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Ackee,1209,Renan,sound\\Renan.wav,108,15,экспл_новые_с_названием,экспл,Ackee,_6,Ackee_6,,2070,pics\\Ackee_6.jpg,208,,0,0,0,0,,294,sound\\Na_monitore.wav,801,,102,sound\\Raznocvetniy_li_on.wav,да,804,2187,pics\\dis1.jpg,pics\\dis1.jpg,pics\\Tomat_1.jpg,,,pics\\Banan_6.jpg,,,,,,0.151937703,pics\\Tomat_1.jpg,,,pics\\Tomat_1.jpg,0.416502463,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Ackee,1209,Renan,sound\\Renan.wav,108,15,экспл_новые_с_названием,экспл,Ackee,_7,Ackee_7,,2071,pics\\Ackee_7.jpg,208,,0,0,0,0,,295,sound\\Pered_vami.wav,801,,103,sound\\Uvyadshiy_li_on.wav,да,804,2225,pics\\dis9.jpg,pics\\dis9.jpg,pics\\Tomat_3.jpg,,,pics\\Banan_7.jpg,,,,,,0.124121537,pics\\Tomat_3.jpg,,,pics\\Tomat_3.jpg,0.665055321,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Ackee,1209,Renan,sound\\Renan.wav,108,15,экспл_новые_с_названием,экспл,Ackee,_8,Ackee_8,,2072,pics\\Ackee_8.jpg,208,,0,0,0,0,,296,sound\\Vi_vidite.wav,801,,104,sound\\On_sklizskiy.wav,нет,804,2219,pics\\dis17.jpg,pics\\dis17.jpg,pics\\Finik_7.jpg,,,pics\\Banan_8.jpg,,,,,,0.800448716,pics\\Finik_7.jpg,,,pics\\Finik_7.jpg,0.128041153,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Ake,298,Baroh,sound\\Redkiy_plod.wav,117,16,импл_новые_без_названия,импл_,Ake,_1,Ake_1,,2073,pics\\Ake_1.jpg,209,,233,sound\\Imeet_li_myakot.wav,801,да,,0,0,0,,0,0,0,0,2047,pics\\Peper_7.jpg,0,pics\\Peper_7.jpg,,,pics\\Finik_1.jpg,,,,,,0.279865294,pics\\Peper_7.jpg,,,pics\\Peper_7.jpg,0.300580746,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Ake,297,Baroh,sound\\Noviy_plod.wav,116,16,импл_новые_без_названия,импл_,Ake,_2,Ake_2,,2074,pics\\Ake_2.jpg,209,,234,sound\\Prodolgovatiy_li.wav,801,да,,0,0,0,,0,0,0,0,2030,pics\\Kokos_6.jpg,0,pics\\Kokos_6.jpg,,,pics\\Finik_2.jpg,,,,,,0.550082037,pics\\Kokos_6.jpg,,,pics\\Kokos_6.jpg,0.625038088,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Ake,298,Baroh,sound\\Redkiy_plod.wav,117,16,импл_новые_без_названия,импл_,Ake,_3,Ake_3,,2075,pics\\Ake_3.jpg,209,,235,sound\\Pyatnistyi_li.wav,801,нет,,0,0,0,,0,0,0,0,2033,pics\\Limon_1.jpg,0,pics\\Limon_1.jpg,,,pics\\Finik_3.jpg,,,,,,0.49272606,pics\\Limon_1.jpg,,,pics\\Limon_1.jpg,0.151970988,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Ake,298,Baroh,sound\\Redkiy_plod.wav,117,16,импл_новые_без_названия,импл_,Ake,_4,Ake_4,,2076,pics\\Ake_4.jpg,209,,236,sound\\S_kochuroy_li.wav,801,да,,0,0,0,,0,0,0,0,2036,pics\\Limon_4.jpg,0,pics\\Limon_4.jpg,,,pics\\Finik_4.jpg,,,,,,0.471829481,pics\\Limon_4.jpg,,,pics\\Limon_4.jpg,0.02264146,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Ake,298,Baroh,sound\\Redkiy_plod.wav,117,16,импл_новые_без_названия,импл_,Ake,_5,Ake_5,,2077,pics\\Ake_5.jpg,209,,237,sound\\Fioletoviy_li.wav,801,да,,0,0,0,,0,0,0,0,2019,pics\\Goroh_3.jpg,0,pics\\Goroh_3.jpg,,,pics\\Finik_5.jpg,,,,,,0.712893121,pics\\Goroh_3.jpg,,,pics\\Goroh_3.jpg,0.005226531,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Ake,297,Baroh,sound\\Noviy_plod.wav,116,16,импл_новые_без_названия,импл_,Ake,_6,Ake_6,,2078,pics\\Ake_6.jpg,209,,238,sound\\S_dolkami_li.wav,801,нет,,0,0,0,,0,0,0,0,2049,pics\\Redis_1.jpg,0,pics\\Redis_1.jpg,,,pics\\Finik_6.jpg,,,,,,0.250436866,pics\\Redis_1.jpg,,,pics\\Redis_1.jpg,0.906339156,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Ake,298,Baroh,sound\\Redkiy_plod.wav,117,16,импл_новые_без_названия,импл_,Ake,_7,Ake_7,,2079,pics\\Ake_7.jpg,209,,239,sound\\Visushenniy_li.wav,801,нет,,0,0,0,,0,0,0,0,2061,pics\\Tomat_5.jpg,0,pics\\Tomat_5.jpg,,,pics\\Finik_7.jpg,,,,,,0.097446047,pics\\Tomat_5.jpg,,,pics\\Tomat_5.jpg,0.157779529,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Ake,298,Baroh,sound\\Redkiy_plod.wav,117,16,импл_новые_без_названия,импл_,Ake,_8,Ake_8,,2080,pics\\Ake_8.jpg,209,,240,sound\\Myatiy_li.wav,801,нет,,0,0,0,,0,0,0,0,2051,pics\\Redis_3.jpg,0,pics\\Redis_3.jpg,,,pics\\Finik_8.jpg,,,,,,0.205558109,pics\\Redis_3.jpg,,,pics\\Redis_3.jpg,0.169224482,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Finger,297,Liroh,sound\\Noviy_plod.wav,116,17,экспл_новые_без_названия,экспл,Finger,_1,Finger_1,,2081,pics\\Finger_1.jpg,210,,0,0,0,0,,289,sound\\Na_ecrane.wav,801,,113,sound\\On_vizhatiy.wav,да,804,2226,pics\\dis11.jpg,pics\\dis11.jpg,pics\\Finik_6.jpg,,,pics\\Goroh_1.jpg,,,,,,0.802022247,pics\\Finik_6.jpg,,,pics\\Finik_6.jpg,0.918376948,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Finger,297,Liroh,sound\\Noviy_plod.wav,116,17,экспл_новые_без_названия,экспл,Finger,_2,Finger_2,,2082,pics\\Finger_2.jpg,210,,0,0,0,0,,290,sound\\Posmotrite_vot.wav,801,,114,sound\\On_nadloman.wav,да,804,2181,pics\\dis24.jpg,pics\\dis24.jpg,pics\\Finik_2.jpg,,,pics\\Goroh_2.jpg,,,,,,0.867499337,pics\\Finik_2.jpg,,,pics\\Finik_2.jpg,0.929508495,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Finger,298,Liroh,sound\\Redkiy_plod.wav,117,17,экспл_новые_без_названия,экспл,Finger,_3,Finger_3,,2083,pics\\Finger_3.jpg,210,,0,0,0,0,,291,sound\\Vot.wav,801,,115,sound\\On_volnistiy.wav,нет,804,2224,pics\\dis29.jpg,pics\\dis29.jpg,pics\\Banan_8.jpg,,,pics\\Goroh_3.jpg,,,,,,0.87721462,pics\\Banan_8.jpg,,,pics\\Banan_8.jpg,0.094280165,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Finger,298,Liroh,sound\\Redkiy_plod.wav,117,17,экспл_новые_без_названия,экспл,Finger,_4,Finger_4,,2084,pics\\Finger_4.jpg,210,,0,0,0,0,,292,sound\\Eto.wav,801,,116,sound\\On_buriy.wav,да,804,2209,pics\\dis51.jpg,pics\\dis51.jpg,pics\\Limon_3.jpg,,,pics\\Goroh_4.jpg,,,,,,0.472387005,pics\\Limon_3.jpg,,,pics\\Limon_3.jpg,0.437347263,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Finger,297,Liroh,sound\\Noviy_plod.wav,116,17,экспл_новые_без_названия,экспл,Finger,_5,Finger_5,,2085,pics\\Finger_5.jpg,210,,0,0,0,0,,293,sound\\Na_kartinke.wav,801,,117,sound\\Vityanut_li_on.wav,нет,804,2221,pics\\dis28.jpg,pics\\dis28.jpg,pics\\Peper_8.jpg,,,pics\\Goroh_5.jpg,,,,,,0.25656142,pics\\Peper_8.jpg,,,pics\\Peper_8.jpg,0.664023563,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Finger,298,Liroh,sound\\Redkiy_plod.wav,117,17,экспл_новые_без_названия,экспл,Finger,_6,Finger_6,,2086,pics\\Finger_6.jpg,210,,0,0,0,0,,294,sound\\Na_monitore.wav,801,,118,sound\\Obyemniy_li_on.wav,да,804,2202,pics\\dis47.jpg,pics\\dis47.jpg,pics\\Kokos_1.jpg,,,pics\\Goroh_6.jpg,,,,,,0.638269556,pics\\Kokos_1.jpg,,,pics\\Kokos_1.jpg,0.290986395,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Finger,297,Liroh,sound\\Noviy_plod.wav,116,17,экспл_новые_без_названия,экспл,Finger,_7,Finger_7,,2087,pics\\Finger_7.jpg,210,,0,0,0,0,,295,sound\\Pered_vami.wav,801,,119,sound\\Pustoy_li_on.wav,нет,804,2230,pics\\dis8.jpg,pics\\dis8.jpg,pics\\Goroh_8.jpg,,,pics\\Goroh_7.jpg,,,,,,0.655021941,pics\\Goroh_8.jpg,,,pics\\Goroh_8.jpg,0.819330769,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Finger,297,Liroh,sound\\Noviy_plod.wav,116,17,экспл_новые_без_названия,экспл,Finger,_8,Finger_8,,2088,pics\\Finger_8.jpg,210,,0,0,0,0,,296,sound\\Vi_vidite.wav,801,,120,sound\\Belyi_li_on.wav,нет,804,2214,pics\\dis63.jpg,pics\\dis63.jpg,pics\\Tomat_2.jpg,,,pics\\Goroh_8.jpg,,,,,,0.135380084,pics\\Tomat_2.jpg,,,pics\\Tomat_2.jpg,0.755067859,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Gac,1212,Fimon,sound\\Fimon.wav,111,14,импл_новые_с_названием,импл_,Gac,_1,Gac_1,,2089,pics\\Gac_1.jpg,211,,249,sound\\Ispachkan_li.wav,801,нет,,0,0,0,,0,0,0,0,2038,pics\\Limon_6.jpg,0,pics\\Limon_6.jpg,,,pics\\Kokos_1.jpg,,,,,,0.445794811,pics\\Limon_6.jpg,,,pics\\Limon_6.jpg,0.667014602,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Gac,1212,Fimon,sound\\Fimon.wav,111,14,импл_новые_с_названием,импл_,Gac,_2,Gac_2,,2090,pics\\Gac_2.jpg,211,,250,sound\\Farshirovanniy_li.wav,801,нет,,0,0,0,,0,0,0,0,2005,pics\\Banan_5.jpg,0,pics\\Banan_5.jpg,,,pics\\Kokos_2.jpg,,,,,,0.939934105,pics\\Banan_5.jpg,,,pics\\Banan_5.jpg,0.015368888,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Gac,1212,Fimon,sound\\Fimon.wav,111,14,импл_новые_с_названием,импл_,Gac,_3,Gac_3,,2091,pics\\Gac_3.jpg,211,,251,sound\\Razrezan_li.wav,801,да,,0,0,0,,0,0,0,0,2044,pics\\Peper_4.jpg,0,pics\\Peper_4.jpg,,,pics\\Kokos_3.jpg,,,,,,0.309669325,pics\\Peper_4.jpg,,,pics\\Peper_4.jpg,0.450438566,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Gac,1212,Fimon,sound\\Fimon.wav,111,14,импл_новые_с_названием,импл_,Gac,_4,Gac_4,,2092,pics\\Gac_4.jpg,211,,252,sound\\S_lepestkami_li.wav,801,нет,,0,0,0,,0,0,0,0,2032,pics\\Kokos_8.jpg,0,pics\\Kokos_8.jpg,,,pics\\Kokos_4.jpg,,,,,,0.515961118,pics\\Kokos_8.jpg,,,pics\\Kokos_8.jpg,0.237925164,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Gac,1212,Fimon,sound\\Fimon.wav,111,14,импл_новые_с_названием,импл_,Gac,_5,Gac_5,,2093,pics\\Gac_5.jpg,211,,253,sound\\Kolyuchiy_li.wav,801,да,,0,0,0,,0,0,0,0,2054,pics\\Redis_6.jpg,0,pics\\Redis_6.jpg,,,pics\\Kokos_5.jpg,,,,,,0.173913665,pics\\Redis_6.jpg,,,pics\\Redis_6.jpg,0.213050709,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Gac,1212,Fimon,sound\\Fimon.wav,111,14,импл_новые_с_названием,импл_,Gac,_6,Gac_6,,2094,pics\\Gac_6.jpg,211,,254,sound\\Oranzhrviy_li.wav,801,да,,0,0,0,,0,0,0,0,2028,pics\\Kokos_4.jpg,0,pics\\Kokos_4.jpg,,,pics\\Kokos_6.jpg,,,,,,0.589862491,pics\\Kokos_4.jpg,,,pics\\Kokos_4.jpg,0.164250292,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
